Date, Average, Median, Mode, Range, Midrange
2024-11-11, 12.5125, 0.0, 0.0, 134.4, 67.2
2024-11-18, 11.42976190476191, 0.0, 0.0, 108.0, 54.0
2024-12-02, 5.4299107142857155, 0.0, 0.0, 81.3, 40.65
2024-12-09, 5.791071428571431, 0.0, 0.0, 66.2, 33.1
2024-12-30, 7.923437499999999, 0.0, 0.0, 64.7, 32.35
2024-12-23, 1.9383928571428577, 0.0, 0.0, 51.5, 25.75
2024-12-16, 3.2348214285714274, 0.0, 0.0, 48.1, 24.05
2024-11-25, 3.167559523809523, 0.0, 0.0, 45.1, 22.55
